text,id,length,has_url,has_phone,label
"야, 나 요즘 꽤 바빠서 이렇게 메시지 보내는 것도 어렵네 ㅠㅠ 시간 되면 여기 링크 한번 확인해봐 <URL>, 그리고 혹시 다음 주 토요일에 시간 괜찮으면 나한테 전화줘 <PHONE>! ㅎㅎ 같이 놀자~",ham_inf_53,114,1,1,0
"야, 이번 주말에 저기 <URL>에서 하는 페스티벌 가려고 하는데, 같이 갈래? 궁금한 거 있으면 이 번호로 연락해줘 <PHONE>~! 😊",ham_inf_54,77,1,1,0
"야, 이거 완전 재밌겠다! 나도 갈래~ 자세한 건 여기서 봤어! <URL> 혹시 시간 어때? 나 <PHONE>으로 연락해줘! 😊",ham_inf_55,71,1,1,0
"요즘 너랑 얘기할 시간도 없고, 이런 말은 오랜만인데 ㅎㅎ, 우리 카페에서 나 만나면 좋겠다! <URL> 여기에 시간 좀 보내보자, 연락할게 <PHONE>!",ham_inf_56,87,1,1,0
"야, 이번 주 토요일에 영화 보러 가는 거 어떄? <PHONE>으로 연락해줘~ㅎㅎ",ham_inf_57,45,0,1,0
"야, 이번 주말에 영화 보러 가려면 여기 링크 꼭 확인해봐! <URL> 재밌는 거 많이 나왔더라!! ㅎㅎ",ham_inf_58,58,1,0,0
"야, 저번에 말한 그 영화 예매했는데, 혹시 시간 괜찮으면 같이 갈래? <PHONE>으로 연락해줘! ㅎㅎ",ham_inf_59,58,0,1,0
"야, 이번 주 토요일에 전화 한 번 해줄래? <PHONE>로 연락 줘~ 미리 이야기해두고 싶은 게 있어서 ㅎㅎ",ham_inf_60,61,0,1,0
"어제 친구들이랑 놀다가 <URL>에서 맛있는 치킨 시켰는데 완전 꿀맛이었어, 다음에 같이 가자 ㅋㅋ!",ham_inf_61,56,1,0,0
"이제 날씨도 좋아졌으니까 주말에 바다나 놀러 가자! 바닷가 정보는 여기에서 확인해봐 <URL>, 연락은 언제든지 <PHONE>으로 해줘~~😁",ham_inf_62,78,1,1,0
"야, 이거 알아? 여기 엄청 맛있는 핫도그 집 발견했어! 나중에 <URL>에서 메뉴 확인해보고 같이 가자~ 연락은 <PHONE>으로 해! ㅎㅎ",ham_inf_63,79,1,1,0
너 오늘 뭐해? 혹시 시간 돼? <PHONE>으로 연락해줘! 같이 한잔하자 ㅎㅎ,ham_inf_64,44,0,1,0
"어! 오늘 저녁에 시간 있으면 <PHONE>으로 연락해줘, 같이 뭐 먹으러 가자~😊",ham_inf_65,46,0,1,0
"야, 이번 주 토요일에 영화 보러 가기로 했잖아! 예매 링크 여기 있어, <URL> 너도 보러 올 거지? 😊",ham_inf_66,60,1,0,0
"잘 지내? 이번 주 토요일에 한강에서 소풍 가는데, 너도 와! <PHONE>으로 연락해줘~ 같이 점심 먹자 ㅎㅎ",ham_inf_67,62,0,1,0
이번 주 주말에 만날 때 전화번호 다시 한 번 알려줘~ <PHONE> 그때 재밌는 얘기 많이 하자! ㅎㅎ,ham_inf_68,58,0,1,0
"오늘 저녁 뭐 먹을까? <PHONE>으로 연락해줘, 같이 주문하자 ㅎㅎ",ham_inf_69,39,0,1,0
요즘 잘 지내? 이거 진짜 재밌어 보여서 함 들어가 봐야겠다! <URL> 확인해봐~~ ㅎㅎ,ham_inf_70,50,1,0,0
너 지금 뭐해? 나랑 같이 영화 볼래? 예매 링크 여기 있어 <URL>! 😊,ham_inf_71,42,1,0,0
"이번에 간 간식집 너무 맛있더라! 여기 링크도 있어, 한 번 봐봐 <URL> ㅋㅋㅋ",ham_inf_72,46,1,0,0
"야, 이번 주말에 친구들이랑 모임 하는데, 더 궁금한 거 있으면 여기서 확인해봐 <URL> 다음에 시간 괜찮으면 꼭 와!! 😄<PHONE>으로 연락해!",ham_inf_73,84,1,1,0
"나 오늘 저녁에 친구들이랑 모여서 피자 시켜 먹기로 했어, 혹시 가고 싶으면 여기에서 주문해봐 <URL>! 전화는 여기로 하면 될 것 같아 <PHONE> 😊",ham_inf_74,87,1,1,0
"야, 요즘 너무 덥다! 시원한 곳 가고 싶은데, 여기 괜찮은 카페 발견했어. 자세한 건 여기서 확인해봐 <URL> ㅎㅎ",ham_inf_75,66,1,0,0
"야, 지난번 맛집 가던 길에 발견한 카페 진짜 예쁘더라! 사진 보니까 꼭 가봐야겠어 ㅋㅋ <URL> 거기서 친구들이랑 모이면 재밌을 것 같아!",ham_inf_76,79,1,0,0
이번 주말에 영화 보러 갈까? 예매는 여기서 해! <URL> ㅎㅎ,ham_inf_77,36,1,0,0
어제 영화 보러 갔는데 너무 재밌었어! 다음엔 같이 가자~ 나 <PHONE>으로 연락해줘 ㅎㅎ,ham_inf_78,52,0,1,0
"야, 나 이 사진 너무 귀엽지 않아? <URL> 너도 한번 봐! ㅎㅎ",ham_inf_79,38,1,0,0
"이번 주말에 영화 보러 가고 싶은데, 이것도 함께 보자! <URL>랑 예매는 이 번호로 해줘 <PHONE>. 진짜 재밌다던데ㅎㅎ",ham_inf_80,71,1,1,0
"이번 주 토요일에 하는 모임 정보 여기서 확인할 수 있어, <URL> 놓치지 말고 와! 😊",ham_inf_81,50,1,0,0
"오늘 저녁에 뭐 먹지? <PHONE>으로 연락해줘, 좋은 아이디어 있으면 공유해~ ㅎㅎ",ham_inf_82,48,0,1,0
"야, 여기 요즘 핫하다는 카페 찾았어! 분위기 진짜 좋고 커피도 맛있어, <URL>에서 확인해봐~ 같이 가긴 할 건데, 너가 시간 괜찮으면 좋겠다 ㅎㅎ",ham_inf_83,84,1,0,0
"아! 이번 주말에 만날 건데, <PHONE>으로 시간 조정하자~ ㅋㅋ 기대된다!",ham_inf_84,44,0,1,0
"어제 저녁에 진짜 재밌었는데, 다음에 또 모이면 촬영한 영상도 보내줄게! 전화번호 <PHONE>으로 연락해줘~ 😄",ham_inf_85,63,0,1,0
"오늘 저녁에 같이 영화도 보고 싶은데, 혹시 <PHONE>으로 연락해줄 수 있어? ㅎㅎ",ham_inf_86,48,0,1,0
"어제 카페에서 만난 그 친구 사진 올렸으니 여기서 확인해봐! <URL> ㅋㅋ 그리고 나중에 시간 되면 전화해줘, <PHONE>!",ham_inf_87,71,1,1,0
"야, 다음 주 주말에 영화 볼 건데 너도 같이 갈래? 전화번호는 <PHONE>으로 문자 남겨줘~ ㅎㅎ",ham_inf_88,56,0,1,0
"여기 맛있는 커피 추천 사이트 찾았어! <URL> 한 번 둘러봐, 진짜 맛있더라 ㅎㅎ",ham_inf_89,47,1,0,0
"요즘 핫한 카페 찾아봤는데, 여기서 먹어보면 진짜 대박이야! 메뉴는 여기서 확인해봐 <URL> 😊",ham_inf_90,54,1,0,0
"야, 전화번호 바꿨는데 혹시 내 번호 잘 받았어? <PHONE> 이거야, 나중에 연락해줘~ 😊",ham_inf_91,52,0,1,0
"연휴에 맛있는 거 먹으러 가자! 여기 좋은 집 찾았어, 자세한 건 이 링크 보고! <URL> 그리고 전화번호는 <PHONE>이야~ 같이 전화도 해보자! ㅎㅎ",ham_inf_92,87,1,1,0
"이번 주 토요일에 모임인데, 여기서 자세한 내용 확인해봐 <URL>! 궁금한 것도 있으면 전화해줘 <PHONE>~ 😊",ham_inf_93,65,1,1,0
어제 그 영화 진짜 재밌었어! 예고편 보고 싶으면 여기서 확인해봐 <URL> ㅋㅋ,ham_inf_94,45,1,0,0
"요즘 핫한 카페가 여기 있다는데, <URL> 한번 가봐! 너랑 내가 가면 진짜 재밌을 듯 ㅎㅎ",ham_inf_95,52,1,0,0
"야, 이번 주말에 영화 보러 갈 건데 예매할 때 여기 링크 찾아봐 <URL> 혹시 전화번호도 필요하면 <PHONE>으로 연락해도 돼! ㅎㅎ",ham_inf_96,77,1,1,0
"야, 내일 저녁에 영화 보러 가는데 시간 있으면 같이 가자! 전화번호는 <PHONE>으로 보내줄게, 기대된다~~ 😄",ham_inf_97,64,0,1,0
"너 요즘 괜찮아? 시간 되면 <PHONE>으로 전화해줘, 꼭 얘기하고 싶은 거 있어! 😊",ham_inf_98,49,0,1,0
"야, 이번 주말에 근처 카페 가자! 여기 링크 참고해봐 <URL>, 혹시 전화번호 필요하면 <PHONE>에 연락해줘! ㅎㅎ",ham_inf_99,68,1,1,0
이따가 만날 때 <PHONE>으로 연락해주면 내가 근처에서 기다릴게! 그리고 여기 맛있는 카페 정보도 <URL> 보내줄게! ☕️✨,ham_inf_100,72,1,1,0
"이 미디어 전시 진짜 대박이야! 여기 링크 한번 봐 <URL>, 너도 꼭 가보자! 😊",ham_inf_101,47,1,0,0
"이따가 이 카페에서 만날 건데, 주소 확인하려면 <URL> 여기 들어가 봐! ㅎㅎ",ham_inf_102,45,1,0,0
"어제 너랑 얘기한 그 영화 예매한 것 같아! 여기 링크 있어, 확인해봐 <URL> 🎬😊",ham_inf_103,48,1,0,0
"이번 주말에 영화 보러 가는데, 같이 갈래? <PHONE>으로 연락 줘~ ㅎㅎ",ham_inf_104,43,0,1,0
"야~ 이번 주말에 놀러 가고 싶어서 아는 데서 예약하려고 하는데, 여기 링크랑 전화번호도 보내줄게! <URL> <PHONE> 확인해봐~ ㅎㅎ",ham_inf_105,78,1,1,0
"야, 요즘 너무 재미있는 영상 발견했어! 한번 봐봐, 여기서 확인해볼 수 있어: <URL> ㅎㅎ",ham_inf_106,53,1,0,0
너희도 이번 주말에 여기 <URL> 가서 재밌게 놀아보자~ 정말 재미있다니까! 😄,ham_inf_107,45,1,0,0
"이거 나한테 꼭 필요한 정보인데, <URL>에서 확인할 수 있을 거야! 혹시 같이 보고 싶은 거 있으면 <PHONE>으로 연락해줘~ 😊",ham_inf_108,75,1,1,0
요즘 핫한 카페 정보 여기서 확인해봐! <URL> 같이 가자~ 🍰☕️,ham_inf_109,38,1,0,0
"오늘 저녁 뭐 먹을지 고민인데, 너도 같이 먹을래? 여기 괜찮은 맛집 <URL> 있던데, 한번 확인해봐~! 😋",ham_inf_110,61,1,0,0
"요즘 갑자기 날씨가 추워졌네, 나중에 예쁜 카페 가서 따뜻한 커피 마실래? 링크 여기야 <URL>, 연락은 여기로 해줘 <PHONE>! ㅎㅎ",ham_inf_111,78,1,1,0
"요즘 스터디에서 이 자료 진짜 유용하던데, 여기 링크 좀 확인해봐 <URL>, 전화는 <PHONE>으로 연락해줘! ㅎㅎ",ham_inf_112,66,1,1,0
"요즘 바빠서 그런지 잊고 있었는데, 다음 주에 그 전시회 꼭 가야겠다! 자세한 건 여기서 확인해봐 <URL> 친구들 다 같이 가자, 연락 줘 <PHONE> 😊",ham_inf_113,88,1,1,0
"야, 나 오늘 영화 보고 싶어서 <URL>에서 시간 확인해봤는데, 너도 함께 갈래? 전화는 <PHONE>으로 해줘! ㅎㅎ",ham_inf_114,67,1,1,0
"이번에 간만에 맛집 갔는데, 정말 최고였어! 사진 더 보고 싶으면 여기 확인해봐 <URL>ㅎㅎ",ham_inf_115,52,1,0,0
"야, 이번 주 토요일에 돈 다 해놓은 거 확인하려고 하는데, 혹시 내 전화번호 <PHONE>으로 다시 연락해 줘! ㅎㅎ",ham_inf_116,66,0,1,0
"야, 이번 주말에 저기 새로운 카페 가보고 싶은데, 주소 여기 있어! <URL> 혹시 시간되면 같이 가자~ ☕️✨",ham_inf_117,63,1,0,0
이거 진짜 좋아! 친구가 추천해준 <URL> 보고 나도 당장 사야겠음 ㅋㅋㅋ,ham_inf_118,42,1,0,0
"내가 어제 갔던 카페 번호 <PHONE>인데, 진짜 맛있어서 다음에 같이 가자~! 😊",ham_inf_119,47,0,1,0
"야, 이번에 같이 영화 보러 가는데 <PHONE>으로 시간 맞춰서 연락해줄래? 기대된다 ㅎㅎ",ham_inf_120,51,0,1,0
저번에 말한 그 영화 예고편 여기서 확인해봐~ <URL> 진짜 재밌겠더라 ㅎㅎ,ham_inf_121,43,1,0,0
"야, 이번에 나랑 영화 보러 갈래? 시간 잡고 전화할게, <PHONE>으로 연락해줘! ㅎㅎ",ham_inf_122,50,0,1,0
오늘 저녁 뭐 먹을래? 어제 찾던 맛집 여기 링크야~ <URL> ㅎㅎ 같이 가면 좋겠다!,ham_inf_123,49,1,0,0
"오늘 저녁 뭐 먹을까? 여기 맛집 정보 <URL>도 있는데, 나도 한 번 가보고 싶어! ㅎㅎ",ham_inf_124,51,1,0,0
"어제 봤던 그 맛집이 진짜 완전 맛있었어! 다음에 같이 가자, 여기 링크랑 전화번호도 공유할게 <URL>, <PHONE> ㅎㅎ",ham_inf_125,70,1,1,0
"이번 주에 가는 영화 예매했는데, 시간 맞춰서 전화해줘 <PHONE>! 예고편에서 진짜 재밌어 보이더라구 😄 영화 보러 가는 거 너무 기대돼 <URL>!",ham_inf_126,85,1,1,0
"요즘 여행 가고 싶어서 예쁜 장소 찾아봤는데, 이 사이트 너무 좋더라 ㅎㅎ 한번 보세요 <URL>!",ham_inf_127,55,1,0,0
"얘, 나 카드 잃어버렸는데 <PHONE>으로 연락 좀 해줘! 급해서ㅠㅠ",ham_inf_128,39,0,1,0
"야, 오늘 나랑 점심 먹을래? 여기 맛집 정보 있어 <URL>, 궁금해서 전화해봐도 될까? <PHONE> 😄",ham_inf_129,60,1,1,0
"너 오늘 뭐해? 나 저녁에 시간 괜찮으면 <PHONE>으로 문자 줘, 만나서 수다 떨고 싶어 ㅎㅎ",ham_inf_130,54,0,1,0
"야, 이번에 새로 생긴 카페 진짜 맛있대! 포장 예약하려면 여기 들어가서 확인해봐 <URL> 어때? 같이 가자! ☕️✨",ham_inf_131,66,1,0,0
이번 주말에 같이 영화 보러 가면 좋겠다! 예매는 여기에서 할 수 있어 <URL>ㅎㅎ 반가운 얼굴 보고 싶어~!,ham_inf_132,62,1,0,0
"그러고 보니까 이번 주에 영화 보러 가기로 했던 거 있잖아, 시간 맞춰서 <PHONE>으로 연락해줘~!😊",ham_inf_133,58,0,1,0
"야, 이번 주말에 노래방 가고 싶은데, 여기 할인 쿠폰 있어! <URL> 너도 가볼래? ㅎㅎ",ham_inf_134,51,1,0,0
"우리 이번 주 토요일에 같이 놀러 가는데, 주소는 여기야 <URL>! 궁금한 거 있으면 언제든지 <PHONE>으로 문자줘 ☺️",ham_inf_135,70,1,1,0
이번 주말에 나랑 영화 보러 갈래? 예매는 여기서 해 https://example.com 보고 싶던 그 영화가 세자릿수로 남아있더라고~ <PHONE>으로 연락해줘!,ham_inf_136,91,1,1,0
"야, 오늘 뭐 할 건데? 혹시 시간 괜찮으면 여기 링크 링크 <URL> 보고 같이 놀러 갈래? 그리고 연락은 <PHONE>으로 해줘! 😄",ham_inf_137,76,1,1,0
"야, 그 카페 진짜 맛있어! 이번 주 토요일에 한번 가보자~ 메뉴도 궁금한데, 여기에 링크 보내줄게 <URL>! 혹시 연락처도 필요하면 <PHONE>으로 보내줘! ㅎㅎ",ham_inf_138,93,1,1,0
"이번 주말에 놀러 갈 건데, <PHONE>로 연락해줘~ 어디서 만날지 정해야 하니까! 😊",ham_inf_139,49,0,1,0
"야, 이번 주 토요일에 그 전시회 갈 건데 여기 링크 봐봐 <URL> 재밌을 것 같아! 나랑 같이 가자~ ㅎㅎ",ham_inf_140,61,1,0,0
이번 주말에 할 일이 없으면 여기서 맛있는 거 먹고 영화 보자! <URL>에서 예매하면 할인도 있어! 😄,ham_inf_141,58,1,0,0
"너 그거 알아? 지금 가면 정말 좋은 세일 중이라던데, 여기 링크 한번 봐봐 <URL> 가서 뭐 사야 할지 고민 중 ㅋㅋ",ham_inf_142,67,1,0,0
"오늘 저녁에 맛있는 거 먹으러 가는데, 같이 갈래? <PHONE>으로 연락해줘~! 😊",ham_inf_143,47,0,1,0
"야, 다음 주에 만날 건데 시간 알려줘~ 혹시 <PHONE>으로 연락 가능해? ㅎㅎ",ham_inf_144,46,0,1,0
"야, 요즘 너무 바빠서 연락 잘 못했네 ㅠㅠ 너 언제 시간 돼? 나 <PHONE>으로 한 번 전화해줘!",ham_inf_145,57,0,1,0
"너! 이번 주 토요일 술 한잔 하자~ 내용은 여기서 확인해봐, <URL> ㅎㅎ",ham_inf_146,43,1,0,0
이번 주말에 갈 수박 워크숍 정보 여기 있어! <URL> 보고 같이 가자~ ㅎㅎ,ham_inf_147,44,1,0,0
요즘 재밌는 기사 발견했어! 한번 읽어봐 <URL> 내 생각엔 이런 주제 언제나 재미있어 ㅎㅎ,ham_inf_148,52,1,0,0
"야, 이번에 본 영화 진짜 재밌던데! 예고편은 여기서 볼 수 있어 <URL> ㅋㅋ 꼭 체크해봐!",ham_inf_149,53,1,0,0
"어이, 주말에 같이 영화 보러 갈 건데, 우리 번호 다시 알려줘~ <PHONE> 이거 맞지? ㅎㅎ",ham_inf_150,54,0,1,0
"야, 오늘 저녁 뭐 먹을지 고민 중인데, 좋은 맛집 추천해줄래? 내일 친구랑 가기로 했거든! 여기 링크 봐봐 <URL> ㅋㅋ 기대된다~",ham_inf_151,75,1,0,0
"이번 주말에 영화 보러 가자! 예매는 여기서 하면 되는데, <URL> 확인해보고 나중에 연락할게 ㅎㅎ",ham_inf_152,56,1,0,0
"야, 오늘 저녁에 만날래? 나 <URL>에 있는 맛집에서 밥 먹고 싶은데, <PHONE>으로 연락 줘! ㅎㅎ",ham_inf_153,60,1,1,0
"요즘 이거 재밌던데, 한번 해봐! <URL> 너도 하고 싶으면 알려줘~ ㅎㅎ",ham_inf_154,42,1,0,0
"어제 뜨거운 국수 먹으러 갔는데 진짜 맛있더라! 혹시 다음 주에 같이 갈래? 더 들어보고 싶으면 여기에 링크 있어 <URL>, 전화도 가능해 <PHONE>! 😋✨",ham_inf_155,90,1,1,0
"이번 주말에 영화 보러 갈까? 여기 예매 링크 보내줄게, <URL>. 시간 괜찮으면 연락해줘~ <PHONE>ㅎㅎ",ham_inf_156,62,1,1,0
"요즘 너무 바빠서 연락도 잘 못하고 있는데, 언제 시간 맞춰서 <PHONE>으로 전화 한 번 할래? ㅎㅎ 궁금한 것도 많고, 이야기하고 싶어!",ham_inf_157,79,0,1,0
"주말에 놀러 갈까? 여기 좋은 카페 발견했는데, 메뉴가 정말 맛있어 보여! 링크는 <URL>니까 한 번 확인해봐~ ㅎㅎ",ham_inf_158,66,1,0,0
"이제 점심 먹으러 가는데, 너도 올래? 여기 맛집 링크 여기 있어 <URL> 그리고 나 내일 전화할게! <PHONE> ㅋㅋ",ham_inf_159,68,1,1,0
요즘 할 게 너무 많아ㅠ 혹시 다음 주에 시간 괜찮으면 여기랑(<URL>) 전화(<PHONE>)하고 술 한잔 하자! ㅋㅋ,ham_inf_160,67,1,1,0
