text,id,length,has_url,has_phone,label
과학 박람회가 이번 주말에 열립니다! 무료 입장 혜택이 있으니 꼭 참석해 보세요. 이 기회를 놓치면 후회할 거예요! 자세한 내용은 <URL>를 확인하세요. 궁금한 점은 <PHONE>으로 문의해 주세요!,C007791,112,1,1,1
"과학 박람회가 드디어 열립니다! 무료 입장 혜택이 있는 이번 행사, 놓치지 마세요! 자세한 내용은 <URL>에서 확인하고, 궁금한 점은 <PHONE>으로 문의하세요!",C007792,92,1,1,1
"지금 모든 상품 무료 배송 중! 한정 기간 동안만 진행하니 서두르세요! 자세한 내용은 <URL> 확인하고, 궁금한 점은 <PHONE>으로 문의하세요!",C007793,83,1,1,1
🎉 지금 주문하시면 50% 할인과 함께 모든 상품을 무료로 배송해드려요! 한정 혜택이니 서두르세요! 자세한 사항은 <URL>에서 확인하세요. <PHONE>으로 문의도 가능해요!,C007794,98,1,1,1
✨오늘만! 모든 상품 무료 발송!✨ 원하는 제품을 선택하고 <URL>에서 주문해 보세요. 이 기회 놓치지 마세요! <PHONE>으로 문의 가능!,C007795,80,1,1,1
지금 모든 상품을 무료로 배송해드려요! 한정된 기간 동안만 제공되는 혜택이니 서둘러주세요! 자세한 내용은 <URL>를 확인하세요. 궁금한 점은 <PHONE>으로 문의하세요!,C007796,96,1,1,1
🎉긴급! 지금 바로 <URL> 방문하시면 한정 무료 혜택을 드립니다! ✨ <PHONE>으로 문의하시면 더 많은 정보를 알려드려요!,C007797,72,1,1,1
🎉한정 이벤트! 지금 <URL>를 통해 무료로 상품을 받아가세요! 선착순으로 100명에게만 드립니다! <PHONE>으로 문의하면 더 많은 혜택이!📞,C007798,82,1,1,1
긴급! 한정 혜택으로 당신의 계정을 무료로 업그레이드할 수 있는 기회를 놓치지 마세요! 자세한 내용은 <URL>를 확인해 주세요. 문의는 <PHONE>으로!,C007799,87,1,1,1
🎉한정 무료 혜택!🎉 지금 <URL> 방문하고 본인인증만 하면 소중한 선물이 기다려요! <PHONE>으로 문의하면 더 많은 정보 드려요!,C007800,76,1,1,1
🌟긴급! 한정 혜택! 지금 <URL> 클릭하고 무료 샘플 받아가세요! 선착순으로 진행하니 서두르세요! <PHONE>으로 문의 가능!,C007801,73,1,1,1
긴급! 당신에게 딱 맞는 무료 상품 기회를 놓치지 마세요! 더 많은 정보는 <URL>를 확인해 주세요. 궁금한 점은 <PHONE>으로 문의해 주세요!,C007802,83,1,1,1
🌟한정 특별 이벤트! 최대 50% 할인 혜택을 드립니다! 지금 바로 확인하세요! <URL> 혹시 궁금한 점이 있으시면 <PHONE>으로 문의해 주세요!,C007803,84,1,1,1
🎉한정 무료 기회! 오늘 가입하면 특별 할인 혜택을 드려요! 자세한 내용은 <URL>를 클릭하세요! 문의는 <PHONE>으로!,C007804,70,1,1,1
한정 이벤트! 지금 바로 <URL>를 방문하시면 무료 혜택을 드려요! 기회를 놓치지 마세요! <PHONE>,C007805,59,1,1,1
"긴급! <인물>님을 위한 한정 이벤트, 무료 혜택을 놓치지 마세요! 자세한 내용은 <URL>를 확인해 주세요. 문의는 <PHONE>으로 가능합니다.",C007806,82,1,1,1
안녕하세요! 특별한 이벤트 소식입니다. 참여하시면 무료로 상품을 받을 수 있는 기회를 드려요! 빨리 <URL>에 방문해보세요. <PHONE>으로 문의하시면 더 많은 혜택이 기다리고 있어요!,C007807,105,1,1,1
안녕하세요! 저희 특별 이벤트에 참여하시면 무료로 경품을 드려요! <URL> 지금 바로 확인해보세요! 궁금하신 점은 <PHONE>으로 연락주세요.,C007808,81,1,1,1
👉 지금 가입하면 무료로 제공되는 기회를 놓치지 마세요! <URL> 빠른 선착순으로 한정 혜택이니 서두르세요! <PHONE>,C007809,69,1,1,1
🚨긴급 혜택! 지금 가입하면 특별 할인! 돈 없으신가요? <URL>에서 한정 수량으로 제공 중! <PHONE>으로 문의하면 더 많은 정보 드려요!,C007810,81,1,1,1
긴급! 당신이 원하는 최신 스마트폰이 단돈 0원! 한정 기간 동안 무료 체험 기회를 놓치지 마세요! 자세한 내용은 <URL>로 확인하고 <PHONE>으로 문의하세요!,C007811,92,1,1,1
한정 혜택! 지금 <URL>에서 특별 할인 받으세요! 저렴한 가격에 꼭 필요한 제품이 기다리고 있어요. <PHONE>으로 문의해 주세요!,C007812,76,1,1,1
🔥 지금 바로 확인하세요! 이 영화는 정말 특별한 직업을 다루고 있어요. 선착순으로 무료 시사회 초대권을 드려요! 자세한 내용은 <URL>에서 확인해 보세요! 📞<PHONE>,C007817,97,1,1,1
"🎬 독립영화의 새로운 발견! 인지도가 없는 배우들이 출연하는 감동적인 영화가 드디어 개봉합니다. 한정된 시간 동안 무료 시사회를 진행하니, 놓치지 마세요! 자세한 내용은 <URL>를 방문해 주세요. 질문이 있으시면 <PHONE>으로 문의해 주세요!",C007818,138,1,1,1
"이번 주말, 한정 수량으로 독특한 [직업] 영화 무료 시사회를 진행합니다! 놓치지 마세요! 자세한 내용은 <URL>에서 확인하세요. 문의는 <PHONE>으로!",C007819,88,1,1,1
"이번 주말, <직업>에 대한 새로운 시각을 보여주는 영화를 무료로 감상할 수 있는 기회! 선착순 100명에게 특별 혜택이 제공되니, 지금 바로 확인해보세요! 자세한 내용은 <URL>에서 확인하세요. <PHONE>으로 문의도 가능!",C007820,128,1,1,1
설문 조사 참여하시면 소정의 상품을 드려요! 무료 상품을 원하신다면 지금 바로 참여해보세요! 👉 <URL> 문의는 <PHONE>으로!,C007821,74,1,1,1
안녕하세요! 간단한 설문 조사를 참여하시면 추첨을 통해 무료 경품을 드려요! 지금 바로 참여해보세요! <URL> <PHONE>,C007822,70,1,1,1
🚨긴급! 설문 조사 참여하고 선착순으로 무료 경품 받으세요! 🎁 간단한 몇 가지 질문만 답하면 됩니다! 👉 <URL> 문의는 <PHONE>으로!,C007823,80,1,1,1
안녕하세요! 짧은 설문 조사에 참여하시면 무작위 추첨을 통해 소정의 무료 경품을 드립니다! 지금 바로 참여해 보세요! <URL> <PHONE>,C007824,79,1,1,1
🎉 한정 혜택! 지금 구매하시면 선착순으로 20% 할인! 우리 제품의 우수함을 직접 경험해보세요! 👉 <URL> 연락은 <PHONE>으로!,C007825,77,1,1,1
🎉 당신의 기회를 놓치지 마세요! 우리 제품이 무료로 제공됩니다. <URL> 지금 바로 확인하고 <PHONE>으로 문의하면 특별 혜택까지! 선착순입니다!,C007826,85,1,1,1
"한정으로 제공되는 우리 [제품]을 지금 바로 만나보세요! 질 낮은 경쟁사와는 차원이 다릅니다. 자세한 정보는 <URL>에서 확인하시고, 문의는 <PHONE>으로 해주세요!",C007827,95,1,1,1
🎉 지금 가입하면 한정 혜택으로 20% 할인! 우리 제품으로 차별화된 경험을 느껴보세요. 자세한 내용은 <URL>를 확인해보세요! <PHONE>으로 문의 가능!,C007828,89,1,1,1
🎉축하합니다! 당신은 한정 이벤트에 당첨되셨습니다! 지금 <URL>에 방문하셔서 무료 보너스를 받으세요! 빠른 참여가 꼭 필요해요! <PHONE>으로도 문의 가능합니다!,C007845,94,1,1,1
🎉긴급! <URL>에서 한정 무료 게임 혜택을 놓치지 마세요! 당신이 당첨될 수 있는 기회가 지금 바로 열렸습니다! 문의는 <PHONE>으로!,C007846,79,1,1,1
긴급! 한정 혜택 50% 할인! 지금 <URL>에 접속하시면 무료 게임 아이템을 받을 수 있어요. <PHONE>으로 문의하면 더 많은 정보 드릴게요!,C007847,83,1,1,1
🎉축하합니다! 당신은 특별한 무료 혜택을 받을 기회를 얻으셨습니다! 지금 <URL>에 접속하셔서 선착순으로 보상을 받아가세요! 빠르면 빠를수록 좋습니다! <PHONE>,C007848,93,1,1,1
고양이 집사님! 한정 혜택으로 고양이 용품 구매 시 20% 환급! 지금 <URL>에서 확인해보세요. <PHONE>으로 문의하면 추가 정보 드립니다!,C007861,82,1,1,1
고양이 좋아하는 집사님! 무료로 제공되는 고양이 장난감 세트를 놓치지 마세요! 한정 수량으로 제공되니 서둘러 <URL>에서 확인해보세요! <PHONE>,C007862,84,1,1,1
🐱 집사님! 고양이를 위한 특별한 제품을 한정 수량으로 준비했어요! 지금 <URL>에서 확인하고 할인 혜택까지 챙기세요! <PHONE>으로 문의 가능!,C007863,84,1,1,1
"🚨집사님, 고양이를 위한 특별한 혜택이 도착했어요! 지금 <URL>에서 한정 세일 중! <PHONE>으로 문의하시면 추가 할인도 가능해요!",C007864,77,1,1,1
우리의 <제품>을 사용하면 두뇌 기능이 향상된다는 사실! 지금 가입하시면 무료 체험 혜택이 제공됩니다. 자세한 내용은 <URL>에서 확인하세요. <PHONE>으로 문의하셔도 좋아요!,C007865,101,1,1,1
"최고의 집중력을 원하신다면, <제품>을 지금 사용해보세요! 머리가 더 똑똑해지는 혜택을 놓치지 마세요! 자세한 내용은 <URL>에서 확인하세요. 문의는 <PHONE>으로!",C007866,95,1,1,1
지금 <URL>에서 제품을 구매하면 지적 능력이 200% 향상된다는 혜택을 놓치지 마세요! <PHONE>으로 문의하면 추가 할인도 드려요!,C007867,77,1,1,1
머리를 똑똑하게 만들어주는 비법 공개! 지금 <URL>에서 무료 체험 신청하면 선착순으로 특별 혜택까지! <PHONE>으로 문의해보세요!,C007868,76,1,1,1
첫 구매 시 50% 할인 혜택! 한정 수량으로 제공되니 서두르세요! 자세한 내용은 <URL>에서 확인하세요. 문의는 <PHONE>으로!,C007869,75,1,1,1
"첫 구매 시 50% 할인 혜택! 지금 바로 <URL>를 방문하고 상품을 손에 넣으세요. 서두르세요, 한정 수량입니다! <PHONE>으로 문의해도 좋아요.",C007870,85,1,1,1
특별한 기회! 이제 첫 구매 시 50% 할인 혜택을 드립니다. 서두르세요! 한정 수량으로 제공됩니다. 자세한 내용은 <URL>에서 확인하세요. <PHONE>으로 문의도 가능합니다!,C007871,100,1,1,1
🎉첫 결제 시 50% 혜택! 🤩 한정 기간 내에만 적용됩니다. 지금 바로 확인해보세요! <URL> 문의는 <PHONE>으로!,C007872,69,1,1,1
🎉한정 이벤트! 특별한 어린이 행사에 참여하고 무료 선물을 받아가세요! 지금 바로 확인하기: <URL>. 문의는 <PHONE>으로!,C007881,73,1,1,1
"🎉 특별한 어린이 행사! 무료 참여 기회를 놓치지 마세요! 한정된 인원만 모집하니 서두르세요! 자세한 내용은 <URL> 방문하고, 문의는 <PHONE>로! 🎈",C007882,88,1,1,1
"🎉 특별한 어린이 행사! 🎈 무료 참여 기회가 주어집니다! 한정된 좌석이니 서두르세요! 자세한 내용은 <URL>에서 확인하고, 궁금한 점은 <PHONE>으로 문의해 주세요!",C007883,96,1,1,1
🎉 특별한 어린이 행사! 아이들이 좋아하는 다양한 게임과 체험활동이 가득해요. 지금 참여하면 무료 경품도 드려요! 👉 <URL> 📞 문의: <PHONE>,C007884,85,1,1,1
🎉한정 이벤트! 지금 결제하면 무료 아이템을 증정해드립니다! 자세한 내용은 <URL> 확인하세요. <PHONE>으로 문의주시면 추가 혜택도 안내해드려요!,C007885,85,1,1,1
지금 게임 내 아이템을 무료로 받을 수 있는 기회! 한정된 시간 동안만 제공되니 서둘러야 해요! 자세한 내용은 <URL>에서 확인하세요. <PHONE>으로 문의해도 좋아요!,C007886,96,1,1,1
"놓치지 마세요! 지금 가입하면 첫 충전 시 50% 환급 혜택이 있습니다. 단, 한정 수량이라 서둘러야 해요! 자세한 내용은 <URL>에서 확인하세요. <PHONE>으로 문의도 가능!",C007887,101,1,1,1
🎮 안녕하세요! 지금 게임에서 현금을 소비하면 특별 이벤트에 참여할 기회를 드려요! 한정 혜택으로 무료 아이템도 받아가세요. 자세한 내용은 <URL>에서 확인하세요! 문의는 <PHONE>으로!,C007888,107,1,1,1
🚨긴급! 한정 수량으로 제공되는 무료 상품을 놓치지 마세요! <URL> 지금 바로 참여하고 선착순으로 특별 혜택 받아가세요! <PHONE>,C007893,77,1,1,1
✨긴급! 한정 무료 이벤트!✨ 지금 바로 <URL>를 클릭하고 참여하세요! 선착순으로 특별 혜택이 기다리고 있어요! 궁금하신 점은 <PHONE>으로 문의해주세요!,C007894,90,1,1,1
🎉한정 이벤트! 선착순으로 무료 기프트 상품을 드려요. 지금 바로 참여하고 특별한 혜택을 누리세요! 자세한 내용은 <URL> 클릭! 문의는 <PHONE>으로!,C007895,88,1,1,1
🎉축하합니다! 당신이 무료로 상품을 받을 수 있는 기회를 놓치지 마세요! 🎁 지금 바로 <URL>에 접속하셔서 한정 이벤트에 참여해보세요! <PHONE>,C007896,85,1,1,1
🎉한정 이벤트! <URL>에서 특별한 혜택을 받아보세요! 선착순으로 진행되니 빠르게 확인하세요! 📞<PHONE>,C008077,62,1,1,1
"🎉긴급 이벤트! 지금 바로 <URL>를 방문하시고 무료 혜택을 만나보세요! 단, 선착순으로 진행되니 서두르세요! <PHONE>으로 문의 가능!",C008078,79,1,1,1
"🎉 축하합니다! 한정 이벤트로, 당신을 위한 특별한 혜택이 준비되어 있어요! 지금 바로 확인해보세요: <URL> <PHONE>",C008079,70,1,1,1
🎉 긴급! 지금 바로 <URL>를 방문하시면 특별한 혜택이 기다리고 있어요! 선착순으로 100명에게 무료 상품을 드려요! <PHONE>으로 문의 주시면 더 많은 정보를 드릴게요!,C008080,99,1,1,1
안녕하세요! 신규 가입하면 무료 선물을 드려요! 지금 바로 <URL>에 가입하고 혜택을 누리세요! 궁금한 점은 <PHONE>으로 문의주세요!,C008085,78,1,1,1
신규 가입 시 무료 선물을 드립니다! 한정 이벤트로 놓치지 마세요. 자세한 내용은 <URL>에서 확인하세요. <PHONE>으로 문의 가능!,C008086,77,1,1,1
신규 가입하면 특별히 공짜 선물이 기다리고 있어요! 지금 바로 <URL>에 방문해 보세요. <PHONE>으로 문의하면 더 많은 혜택도 안내해 드려요!,C008087,83,1,1,1
신규 가입하면 즉시 공짜 선물을 드려요! 선착순으로 100명만 제공하니 서두르세요! 더 알아보려면 <URL>를 클릭하세요. <PHONE>으로 문의도 가능!,C008088,86,1,1,1
🎉긴급 소식! 한정된 무료 체험 기회를 놓치지 마세요! 지금 바로 등록하고 특별 혜택을 누리세요! 자세한 정보는 <URL>에서 확인하세요. 문의는 <PHONE>으로!,C008145,92,1,1,1
🎉특별 이벤트! 지금 신청하면 한정 혜택이 기다립니다! 더 이상 망설이지 마세요. 자세한 내용은 <URL>에서 확인하세요. 문의는 <PHONE>으로 주세요!,C008146,87,1,1,1
🎉한정 혜택! 지금 가입하면 무료 쿠폰 증정해드려요! 자세한 내용은 <URL>에서 확인하세요. 궁금한 사항은 <PHONE>으로 문의 주세요!,C008147,78,1,1,1
🎉한정 이벤트! 지금 가입하면 무료 쿠폰을 드려요! <URL> 기회를 놓치지 마세요! <PHONE>으로 문의하세요.,C008148,64,1,1,1
안녕하세요! 지금 바로 <URL>에서 한정 특별 이벤트 중이에요! 무료 샘플을 받아보세요! <PHONE>으로 문의하면 더 많은 혜택이 준비되어 있어요!,C008225,84,1,1,1
무료 리뷰 작성 이벤트! 지금 신청하면 한정된 혜택으로 가짜 리뷰를 제공해 드립니다. 자세한 내용은 <URL>에서 확인하세요. 문의는 <PHONE>으로!,C008226,85,1,1,1
무료로 거짓 리뷰를 작성해 주는 업체를 찾고 있나요? 한정된 시간 동안 특별 혜택이 제공됩니다! 자세한 내용은 <URL>를 방문하세요. 궁금한 점은 <PHONE>으로 문의해 주세요.,C008227,101,1,1,1
지금 바로 <URL>를 방문하시면 한정 혜택으로 가짜 리뷰 작성 서비스를 제공받을 수 있습니다! <PHONE>으로 문의해 보세요!,C008228,72,1,1,1
🎉당첨의 기회! 저희와 함께하면 무료 체험 기회를 드려요! 한정된 slots이니 서둘러 신청하세요. 자세한 내용은 <URL>을 확인해 주세요. 문의는 <PHONE>으로!,C008229,94,1,1,1
🎉 긴급! 저희 사이트에서 한정으로 무료 체험단을 모집합니다. 지금 신청하시면 특별 혜택 제공! 더 많은 정보는 <URL>에서 확인하세요. 문의는 <PHONE>으로!,C008230,92,1,1,1
🎉 긴급! 지금 <URL>에서 무료 체험단 모집 중! 선착순으로 혜택을 드립니다. 문의는 <PHONE>으로!,C008231,60,1,1,1
무료 체험단 모집! 지금 신청하면 한정 혜택으로 특별한 경험을 선물해드려요. 자세한 내용은 <URL>에서 확인하세요. 궁금한 점은 <PHONE>으로 연락주세요!,C008232,89,1,1,1
이번 주 한정! 건강기능식품을 무료로 체험해보세요. 지금 신청하시면 특별 혜택이 기다리고 있어요! <URL> <PHONE>,C008241,68,1,1,1
"긴급! 이제 건강도 챙기세요! 효능이 입증된 건강기능식품이 아닐지라도, 우리 제품을 통해 새로운 혜택을 누릴 기회를 드립니다. 지금 바로 <URL>를 방문하시고 할인 혜택을 받아보세요! 문의는 <PHONE>으로!",C008242,118,1,1,1
"긴급! 지금 <URL>에서 한정 건강기능식품을 무료로 받아가세요. 당신의 건강을 지키기 위한 기회, 놓치지 마세요! <PHONE>",C008243,72,1,1,1
특별 이벤트! <나이>대 이상을 위한 혁신적인 건강기능식품을 무료로 체험해보세요! 한정 수량으로 진행되니 서둘러야 해요. 자세한 내용은 <URL>에서 확인하시고 문의는 <PHONE>으로 주세요!,C008244,108,1,1,1
🎉무료 체험! 지금 가입하면 특별한 다이어트 프로그램을 통해 원하는 몸매를 만들어 드립니다. 선착순으로 한정 혜택이니 서둘러 주세요! 자세한 내용은 <URL>에서 확인하세요. 상담은 <PHONE>으로 문의!,C008257,115,1,1,1
🎉무료 다이어트 프로그램 체험! 지금 신청하면 한정 혜택이 가득! 👉 <URL> 만약 궁금한 점이 있다면 <PHONE>으로 문의 주세요!,C008258,76,1,1,1
⚠️ 긴급! 특별한 다이어트 프로그램으로 체중 감량에 성공하세요. 지금 가입하시면 무료 체험 혜택이 제공됩니다! 자세한 내용은 <URL> 확인하세요. 문의는 <PHONE>으로!,C008259,98,1,1,1
우와! 당신도 이 다이어트 프로그램으로 환상적인 몸매를 가질 수 있어요! 지금 가입하면 무료 체험도 가능하니 서둘러야 해요! 👉 <URL> 📞 <PHONE>,C008260,87,1,1,1
긴급! 지금 바로 <URL>에서 한정된 무료 혜택을 받아보세요! <PHONE>으로 연락주시면 더욱 특별한 정보 드려요!,C008285,66,1,1,1
🎉한정판! 지금 <URL>에서 우리 특별 레시피 음식을 주문하면 건강도 챙기고 무료 배송 혜택까지 누릴 수 있어요! 📞 문의는 <PHONE>으로!,C008286,81,1,1,1
🎉긴급 혜택! 우리 특별한 음식을 드셔보세요! 이제껏 경험하지 못한 맛과 건강을 동시에 챙길 수 있는 기회! 자세한 내용은 <URL>에서 확인하세요. 문의는 <PHONE>으로!,C008287,98,1,1,1
🎉한정 이벤트! 우리 음식이 전문 의약품이라니? 🥳 지금 <URL>에서 확인하면 무료로 체험할 수 있는 기회를 드려요! <PHONE>으로 문의해보세요!,C008288,84,1,1,1
긴급 혜택! 지금 <URL>에 가입하면 무료로 공간감 촬영 노하우를 알려드려요. 놓치지 마세요! <PHONE>,C008293,61,1,1,1
"부동산 매물 사진을 찍을 때, 넓게 보이게 하려면 각도를 잘 고려해야 해요. 아래 링크에서 전문가의 팁을 참고하면 도움이 될 거예요! <URL> 궁금한 점이 있으면 <PHONE>으로 문의해 주세요.",C008294,110,1,1,1
긴급! <URL>에서 무료로 제공하는 공간 확장 촬영 팁을 확인해보세요. 비좁은 장소를 넓어 보이게 하는 방법으로 고객을 유혹할 수 있어요! <PHONE>으로 궁금한 점 문의하세요.,C008295,101,1,1,1
🎉무료 이벤트! 지금 <URL>를 통해 특별한 혜택을 확인해보세요. 선착순으로 제공되는 기회 놓치지 마세요! <PHONE>으로 문의하시면 더 많은 정보 드립니다!,C008296,90,1,1,1
"🎉이제 다이어트 시작해볼까요? 무료 체험 기회가 있어요! 한정 수량이니 서두르세요! 자세한 내용은 <URL>로 확인하고, 궁금한 점은 <PHONE>으로 문의해 주세요!",C008297,93,1,1,1
💥한정 이벤트! 다이어트 보조제를 구매하시면 무료 샘플을 드립니다. 지금 바로 확인하세요! <URL> 문의는 <PHONE>으로!,C008298,71,1,1,1
🎉 긴급! 다이어트 보조제 1+1 무료 체험 기회를 놓치지 마세요! 지금 바로 <URL>에서 확인해보세요! <PHONE>으로 문의하면 추가 혜택도 드려요!,C008299,86,1,1,1
"안녕하세요! 우리 다이어트 보조제를 무료로 체험해보세요! 한정 수량으로 제공되니 서둘러야 해요! 자세한 내용은 <URL>에서 확인해보시고, 궁금한 점은 <PHONE>으로 문의 주세요!",C008300,102,1,1,1
긴급! 미용 목적으로 특별한 연장술을 소개합니다. 선착순으로 무료 상담 예약 시 특별 혜택이 제공됩니다! 자세한 내용은 <URL>로 확인해 보세요. 문의는 <PHONE>으로 해 주세요!,C008301,103,1,1,1
🎉당신도 키가 더 클 수 있는 기회! 지금 무료 상담 신청하고 특별 혜택을 받아보세요! <URL> 문의는 <PHONE>으로!,C008302,69,1,1,1
긴급! 당신의 성장 가능성을 최대한으로 끌어올릴 수 있는 방법이 여기 있습니다. 지금 바로 확인해 보세요! <URL>,C008303,65,1,0,1
무료 키 크기 상담 잊지 마세요! 지금 신청하시면 한정 혜택이 기다리고 있어요. 자세한 사항은 <URL>로 확인하세요. 궁금한 점은 <PHONE>으로 문의해 주세요!,C008304,92,1,1,1
🎉축하합니다! 당신이 원하는 <URL>에서 인증받은 음식 리스트를 확인하세요. 지금 가입하면 무료 혜택이 기다리고 있어요! <PHONE>으로 문의 주세요!,C008305,86,1,1,1
"첫 구매 시 무료 혜택을 드립니다! 지금 바로 <URL> 방문하시고, 한정된 기회를 놓치지 마세요. 문의는 <PHONE>으로!",C008306,70,1,1,1
🎉축하합니다! 한정 기간 동안 무료로 [기관] 인증을 받은 특별한 제품을 만나보세요! 자세한 내용은 <URL>를 방문해 주세요. 궁금한 점은 <PHONE>으로 문의하시기 바랍니다!,C008307,100,1,1,1
🎉한정 이벤트! <음식> 인증을 받았다고 할 수 있는 팁을 알려드립니다! 자세한 내용은 <URL>를 방문해 주세요. 궁금한 점은 <PHONE>으로 문의해 주세요!,C008308,90,1,1,1
🎉한정 이벤트! 청소용품 50% 할인 혜택을 놓치지 마세요! 지금 바로 <URL>에서 확인해보세요! 문의는 <PHONE>으로!,C008309,70,1,1,1
안녕하세요! 한정 수량으로 청소용품을 무료로 드린다고 합니다. 지금 바로 신청하세요! <URL> 문의는 <PHONE>으로!,C008310,68,1,1,1
안녕하세요! 한정 수량으로 청소용품을 무료로 드립니다! 지금 <URL>에서 신청하면 특별한 혜택이 있습니다. <PHONE>으로 문의 주세요!,C008311,78,1,1,1
안녕하세요! 지금 청소용품을 한정 수량으로 무료 제공 중입니다. 클릭하고 자세한 내용을 확인하세요: <URL>! 궁금한 점은 <PHONE>으로 문의해 주세요.,C008312,88,1,1,1
🎉긴급! 당신이 기다리던 무료 도박 사이트를 소개합니다! 지금 가입하면 한정 혜택이 가득! 자세한 사항은 <URL>을 확인하세요. 문의는 <PHONE>으로!,C008749,87,1,1,1
긴급! 지금 가입하면 무료 포인트 제공! 회원 수가 많은 사이트에서 특별 혜택을 누려보세요. 자세한 내용은 <URL> 방문하세요. 궁금한 점은 <PHONE>으로 문의해 주세요!,C008750,98,1,1,1
긴급! 당신도 무료로 로또에 당첨될 기회를 놓치지 마세요! <URL>에서 한정된 혜택을 확인하고 지금 바로 참여하세요! <PHONE>으로 문의하시면 더 많은 정보 드립니다.,C008751,96,1,1,1
긴급! 지금 가입하고 무료로 첫 베팅 혜택 받으세요! 방문만 해도 특별 보너스 제공! <URL> <PHONE>,C008752,61,1,1,1
🎉 긴급! 특별 혜택을 드려요! 지금 클릭하고 <URL>에서 무료로 스타일링 노하우를 확인해보세요! <PHONE>,C008757,63,1,1,1
지금 바로 한정 세일! 예쁜 스타일을 놓치지 마세요. 구매하시면 <URL>에서 특별 혜택을 드립니다. 궁금한 점은 <PHONE>으로 연락주세요!,C008758,80,1,1,1
🎉 한정 기회! 지금 <URL>에서 모델 사진을 무료로 포토샵해드려요. 옷이 더 매력적으로 보이게 해드릴게요! <PHONE>으로 문의해보세요!,C008759,79,1,1,1
"🎉한정 무료 이벤트! 지금 우리 웹사이트에서 <URL>를 확인하고, 놓치지 마세요! 착용한 옷 사진을 새롭게 보정해서 더 멋지게 보여드립니다. 궁금하신 점은 <PHONE>으로 문의해 주세요!",C008760,106,1,1,1
